rating,text
3,"최근에 오픈한 호텔 입니다. 좋은 가치. 깨끗하고. 좋은 슈퍼마켓 20미터 떨어져 있습니다. 버스 정류장이 가까운 호텔 입니다.  아주 나쁜 디자인 공간 (호텔 이 표준 - 짐을 넣어 준, 안전 금고 및 변경다른 많은 없음). 부주의 한 직원. "" 관광지 장소 "" 수 없습니다 (하드 먹을 곳을 찾기 위해). 편안한 침대 (매트리스와 베개가 아주 부드러운 커다란) 수 없습니다."
4,만약 그 안에서 힐링하고 많이 돌아다니고 잠만 잘게 아니고 경관도 즐기고 충분한 시간을 보내실거면 너무너무 좋아요!  고양이도 너무 귀엽고 알파카 두마리도 사람 무서워하지만 독특한 경험이었어요  근데 저희는 안타깝게도 잠만 자서... 그 점을 고려한다면 위치가 좋지는 않았어요 ㅠㅠ 만약 진짜 관광하느라 바빠서 잠만 잘 용도라면 도심 안에 머무는게 조아용..  부부주인 분들 다 너무 친절하셨어요! 
4,"로그 파크 리조트는 시골에서 주말을 보낼 수있는 환상적인 장소입니다. 로그 파크에 머물기 정말 즐거웠습니다. 지역은 평화로 웠고, 산의 놀랄만한 전망을했다. 그리고 직원은 상당히 친했고 도움이되었다. 이 곳은 지역에 머무르고 그 지역을 돌아 다니고 싶다면 훌륭한 장소입니다. 제주를 여행하며 잠잘 곳이 필요한 경우 추천하지 않습니다.  아이들을 데리고 오면 즐거운 시간을 보내고 야생 동물을 놀 수 있습니다. 우리가 첫번째로 우리 오두막에 체크인하기 위해 끌어 올렸을 때 우리는 2 개의 알파카에 의해 만나게되었다. 로그 파크 (Log Park)와 함께 위치한 작은 애완 동물 농장도 있습니다. 우리는 아침 산책을 위해 일찍 일어나서 농부가 돼지, 사슴, 염소, 닭에게 먹이를주는 것을 지켜 보았다. 아이들은 그것을 좋아할 것입니다.  이 장소를 즐겁게하는 다른 사면도 있습니다. 매일 밤 2200까지 캠프 파이어가 있습니다. BBQ를 원하면 소유자가 사용할 수있는 장비가 있습니다. 그들은 구매를 위해 메인 통나무 집에서 음식, 물, 맥주를 구입할 수 있습니다.  좋은 장소. 나는 주말 동안 친구 그룹과 여기에 오기를 원합니다."
5,Gps를 호텔 찾기 어렵지 않습니다. 이곳은 한라산은 자연이 만든 국립 공원이 근처에 계획을 가는 사람들에게 좋은 선택이 될 것 또는 돌아왔습니다. 집은 새롭고 깨끗합니다. 있다 있는 요리할 수 있는 작은 주방. 6때 가격대비 하우스. It 제주에서 꼭 묵을 합니다! 전용 교통을 가진 여행객에게 적합합니다.
4,"우선 가격대비 좋았습니다. 복층을 사용하였는데 2층에는 더블침대하나, 싱글침대 하나가 있었구요. 1층에는 더블침대 하나 있었습니다. 매일매일 조금씩 청소해주시고, 수건도 새걸로 갈아주십니다. 다만 아쉬웠던점은 화장실이였습니다. 실리콘에 물때가 좀 있었고, 수압도 아침에 매우 약했습니다(다른시간에는 괜찮았음). 어두울때 길 들어가기 매우 어두우니 조심해서 들어가세요. 그거 외에는 친구랑 묶기 최고의 장소였습니다."
4,"(말 그대로) 할 수 있는 이 곳은 신선한 공기. 우리는 당나귀들, braying, 본 꿩 의 잔디밭, 산책을 즐깁니다. 자기 수용할 수 있는 주방은, 일행을 이용하여 근처에 편의점은 없었다. 난방 시설도 있고, 나오지 않는 차는 있지만. 자신의 교통 수단에 있을 때 필요 바랍니다."
5,바오젠거리 바로 가까이 있기 때문에 식사하러 다니기도 편하고 쇼핑하기 매우 좋았어요. 예전에는 시내에서 좀 먼 호텔에 투숙했더니 꼭 차를 가지고 식사를 해야만해서 음주운전의 부담이 항상 있었거든요.
5,"제주신시가지에 위치에 있으며, 공항하고도 택시로 10여분안의 거리에 있음. 접근성의 좋음과 주위의 인프라가 잘 되어 있어 이곳에만 가도 걱정 할 것이 없음 숙소시설 또한 위생적이며, 편안한 시설이 되어 있어 적극추천함~"
5,"바오젠거리에 위치해있고, 공항에서는 택시타고 올 수 있는 거리입니다. 반대로 호텔 나와서 큰 길 건너 신라스테이 앞에서 버스타면 공항까지 금방 갑니다. 일반 스탠다드 룸 이용했는데 방이 엄청 넓습니다. 청소 해주시는 분도 친절하게 인사해주셔서 기분 좋았습니다. 다만 리셉션 직원분들은 좀 더 친절해야할 것 같습니다. 너무 무관심한 태도에 기분이 좋지는 않았습니다."
5,공항에서 택시타고 올 수 있는 부담없는 거리에 위치해있어 좋습니다. 더블베드와 싱글베드가 같이 있는 트윈룸을 이용했는데 생각보다 훨씬 넓어서 여러명이 투숙하는데 전혀 불편함 없었습니다.   다음에도 저녁비행으로 제주도에 늦게 도착하면 다시 이용할 생각이 들 정도로 굉장히 만족하고 돌아갑니다.
4,"저희는 이곳에 3박 4일 동안 묵었었어요. 위치는 정말로 끝내주고 저희는 공항까지 오고 가는 픽업 서비스에 각각 대략 4,000원 정도를 냈습니다. 로비의 안내 데스크는 체크인과 체크아웃을 위한 곳이에요. 그런데 이상하게도, 그들은 체크인 때 저희의 여권을 요구하지 않았고 Agoda 확인 용지만 요구했었어요. 체크인은 신속하게 진행됐습니다. 또한, 저희가 빨리 도착하기도 했고 이곳에 손님이 별로 없어서 저희는 본래 체크인 시간인 오후 12시 전에 방에 들어갈 수 있도록 허락받았어요. 와이파이 신호가 로비에서만 잡혔지만, 방에 무선 인터넷이 깔린 컴퓨터가 있었습니다. 로비의 안내 데스크는 저희의 여행 일정에 맞춰 택시 투어 서비스를 제공해줬어요. 중국말을 할 수 있는 운전기사는 130,000원이었고 영어를 할 수 있는 운전기사는 150,000원이었어요.   방은 아주 컸었고 벽에 걸린 텔레비전의 크기 또한 엄청나게 컸어요. 방을 뛰어다닐 수 있을 정도로 많은 공간이 있었지만, 옷장은 너무 작았고 옷걸이도 몇 개 없었어요. 소파는 오직 두 사람만 앉을 수 있었고 방의 크기와는 전혀 맞지 않을 정도로 너무 작았어요. 각 방에 미네랄 워터와 주스가 배치 돼 있었습니다.   이 호텔의 위치는 아주 좋아요, 왜냐하면 카페, 선술집, 식당, 편의점, 옷 가게와 화장품 가게가 모두 가까이 있기 때문이지요."
4,"조용한 지역에있는 작은 게스트 하우스. 공항, 버스 터미널 및 도심에 적당한 곳에 있습니다. 넓고 편안하고 합리적인 아침 식사를 제공하는 객실. 장소는 3 일간 머물러야 만했던 것과 같았습니다."
4,"La casa cuesta un poco encontrarla pero el mismo dueño te envía su ubicación por whatapp. Habitaciones amplias con baño y todo muy limpio. El desayuno lo haces tú mismo con los elementos que te ponen a tu disposición. Hay huevos , tostadas, mermeladas , ensaladas y zumo. El propietario es muy atento y el sitio es confortable"
5,우리 체재를 여기에서 즐겼다. 게스트 하우스는 조용하고 깨끗하며 한국인에게는 편안한 침대가 있습니다. 공항과 가깝고 버스 정류장에서 2 정거장 떨어져 있습니다. 아침 식사는 훌륭하고 일찍 가능합니다. 트레킹이 너무 많아서 좋습니다! 주인은 또한 공항에서 영빈관에 도착하는 모든 방법에 대한 세부 정보를주었습니다. 여기에는 한국의 택시 기사가 포함되어 있습니다.
4,"shinjeju, 프로에 위치 : 공항, 쇼핑 ​​장소 및 레스토랑 (바오 첸 스트리트)과 제주 버스 터미널, 친절하고 영어로 말할 수있는 직원 (공항에서 아침에 택시를 찾는데 도움이되는 곳), 클린 룸, 직원들이 매일 방을 청소합니다. 아침 식사는 괜찮 았습니다. 단점 : 버스 터미널까지 직진하는 버스 경로가 없습니다."
5,"Fantastic location, decent sized rooms, clean, excellent wi-fi, friendly English speaking staff. Just a delight to stay in. Would return easily to this extremely impressive budget hotel. I have to say that for less than half the price, Major Hotel 2 was better than a 4 star property we stayed in in Seoul. Much better."
5,"Das Hotel ist ziemlich neu und gepflegt, das Personal ist sehr freundlich und hilfsbereit. Die Zimmer sind sehr sauber und mit allem was man so braucht ausgestattet. Das Hotel liegt in der Nähe von der Fußgänger Zonen, wo genug Bars, Restaurants und verschiedene kleine und große Läden sich befinden. "
4,"저는 호텔에서 2일 밤을 가족과 함께.  위치도 좋고, 근처에 있는 명소들 (거리, 2 분).  새 호텔, 좋은 매우 편안했어요.  친절한 직원들의 멋진 여행을."
4,제주도의 중간에 위치해 접근성이 좋을 것으로 예상하여 예약했다. 한라산을 가는 것이 아니라면 굳이 한라산근처에 숙소를 정할 필요는 없을 것같다. 고층을 원했으나 공실이 없어 배정 받지 못했다 숙소는 일반적인 아파트의 구조와 비슷하다. 밤 늦은 시간에 바늘이 필요한 일이 있어서 요청했으나 없다고 한다. 호텔에서는 바늘을 요청하면 주기도 하는데 아쉽다. 이외에 불편한 점은 없었고 부대시설이 많아 편리하다.
3,친절해요. 방 2개 거실 신청했는데..  체크인 때 욕조가 있다고 해서 방1개 거실+ 욕조로 바꿨어요 아기랑 지내기는 좋아요.  주변에 암것도 암것도 없어요. 골프 하는거 아니면... .ㅜㅜ 조식도 별로에요. 
4,일단 관리가 잘되서 깨끗한 느낌이 듭니다. 위치는 설악산 쪽이라 이 쪽에 관광하신 분들에겐 최적의 리조트이지만 아니신 분들은 이동시간이 오래 걸리니 미리 확인 하세요.  아침 조식은 좋았고 산책로가 있어서 여유롭게 쉬기 좋습니다.
5,창문도크고 발코니가있어서 편하더라구요. 화장실도깨끗하고 수압도 쎄고 좋았습니다. 아침에 산책로가있는데 좋더라구요! 조식은아주크진않지만 좋았어요! 저녁디너도 한번먹었는데 가격은비싸지만 반찬도 간이세지않고 좋더라구요! 안에는 편의점도있고 스파도있고 동끼리 연결되는 통로가있어서 편했어요!
4,시설은 오래되었지만 아침에 산책로가 너무 좋아서 마음에 듭니다. 가족들과 같이 가기에 좋은 것 같습니다.
5,"제주도 출장차 방문했습니다. 일단 로비는 특급호텔 못지않은 깔끔함에 놀랐네요.공용 pc가있어 업무에 도움이 되었구요, 제주 관광책자도 많이 비치되어 있어서 커피한잔 하면서 정보를 많이 얻었네요. 객실은 필요한것들은 다 비치되어있구요, 침구류 가구 깔끔했습니다.더블침대와 함께 싱글침대도 있어서 두명이서 여유롭게 지내다가 왔습니다. 다음날 아침에 식사도 괜찮았어요. 공항으로 가는길도 가깝고 한 15분정도 걸리네요. 전체적으로 5만원대 가격으로 이정도 시설, 서비스면 대 만족합니다."
5,"room : 깨끗하고 넓으며 2 인용으로 충분합니다. 그러나 두 침대가 더블 침대이고 더블과 싱글 침대가 아닌 경우 더 좋습니다. location : 전략적 위치, 편의점 근처, 커피 숍 편의 시설 : 깨끗하고 괜찮은 욕실. 채식 및 해산물 옵션이 포함 된 무료 일일 아침 식사. 수프를 아주 좋아합니다. 그리고 coz, 김치. 김치를 놓치지 않았다. 손님 용 주차장이 있습니다.  가능한 경우 : 다리미를 제공하십시오."
2,"우리는이 호텔에 6 박 이상 머물 렀으며 서비스는 1 일부터 끔찍했습니다. 우리는 도착했고 주인이 거기에있었습니다. 우리는 12시에 호텔에 도착했습니다. 00. 청소 때문에 오후 3시에 방이 준비 될 것이라고 들었습니다.  우리는 매우 피곤해서 일찍 체크인을 요청했고, 그 방은 마술처럼 20000 원에 이용할 수있게되었습니다. 청소 때문에 사용할 수 없었습니까? ? 현금이 없었기 때문에 나중에 지불하도록 요청했습니다.   2 일째, 호텔을 떠났을 때, 우리는 멋진 ""PAY NOW""로 환영 받았다. 안녕하세요, 좋은 아침, 제발, 좋은 무례한 PAY NOW. . . . 고객을 더 잘 돌봐야합니다. 인보이스를 요청한 후 나중에 수령하라는 지시를 받았습니다. 그는 5 일 후에 우리에게 그것을 주었고, 우리는 리셉션에서 10 분을 기다리게했다. (그들은 준비하는데 5 일이 걸렸다!)  비가 많이 올 때 우리는 우산을 요청했고 그는 임대료로 10000 원을 요구했습니다. . . . . 실례합니다. 새로운 것이 8000입니다!  리셉션에서 종이컵을 원한다면 지불해야하며 무료는 없습니다.  호텔을 떠날 때 그들은“bye”라고만 말했다. 다시 한 번, 400 달러를 거의 지출 한 후에는 냉담한 ""안녕""이라고 감사합니다.  나는 멋지려고 노력했지만 분명히 효과가 없었습니다. 우리가 한국에서 일반적으로했던 것처럼 끔찍한 봉사는 거기에서 돈을 쓰지 않습니다."
5,"나는 제주에서의 나의 지난 밤 동안 공항 근처에서 가장 적당하고보기 흉하지 않은 호텔 이었기 때문에 여기에 머물렀다.  방 : 저는 우리 셋이 트윈 룸을 예약했습니다. 더블 침대 1 개와 싱글 침대 1 개로 구성되어 있습니다. 객실과 욕실은 깨끗하고 편안하며 매우 넓습니다. 그들은 모든 세면 용품 (치약, 샤워 젤, 샴푸, 수건 등)을 제공 했으므로 걱정할 필요가 없습니다. 그리고 그들은 미니 냉장고와 주전자를 가지고 있습니다.  주차 : 호텔 앞과 지하에 주차가 제공됩니다 (실수하지 않은 경우).  근처 : 호텔은 주요 도로 인근에 있습니다 (도보 1 분). 따라서 택시가 필요하면 문제 없습니다. 또한 호텔 근처에 버스 정류장이 있습니다. 공항까지는 택시로 7 - 10 분이 소요됩니다. 인근에있는 편리한 상점.  제주 공항 인근의 호텔을 찾으시는 분들에게 추천합니다."
4,"여기에서 두 번 머물 렀습니다. 처음에는 제주에서 만났을 때 (싱가포르에서 두 번 비행 한 후) 택시로 5 - 7 분, 5, 200 krw로 매우 저렴했습니다. 그러나 호텔의 주소를 한국어로 표시해야하며 운전 기사는 GPS의 호텔 주소를 입력해야합니다. 그렇지 않으면 Hotel Ellui를 찾기가 어렵습니다. 두 번째 머물은 우리가 서울에서 아침 출발하기 전날 밤이었습니다.  두 번 모두 트윈 룸에는 더블 침대와 싱글 침대가 있습니다 (602, 603 호). 방은 새롭고, 좋은 크기이며, 모기장이있는 이중창 또는 3 중 유리창, 샤워기가있는 욕실 만 있습니다. 주전자가 있고, 칫솔 / 치약이 없어도 안전하고, 커피 / 차는 없습니다 (일본 호텔과는 달리).  침대는 열심히 tad이었다. 그러나 나를 위해 다행히도, 우리는 2 개의 트윈 방에서 3의 그룹이었다. 그래서 예비 침대의 위안자를 사용하여 침대 위에 눕히고 나에게는 훨씬 부드럽습니다. 그리고 우리 모두는 위대한 창문으로 너무 조용하기 때문에 여기에서 꽤 잘 잤습니다.  포함되었던 자유로운 아침 식사는 대부분 단순한 한국 스타일이었다. 그러나 우리가 지불했던 가격을 위해, 불평하는 아무것도 정말로, 정말로. 제주 서귀포의 다음 호텔 인 데이즈 호텔은 더 비쌌지만 아침 식사는 낮에 포함되지 않았습니다! 매일 요리에 약간의 변화가있었습니다.  호텔의 위치는 좋은 편이며 많은 레스토랑과 인근에 2 개 이상의 슈퍼마켓이 있습니다. 인터 시티 버스 인터체인지는이 호텔에서 매우 도보 가능합니다. 그러나 서문 시장과 동문 시장은 버스로 짧은"
1,장점 : 공항과 가깝다  단점 : 청소를 안한다. 한겨울인데 모기가 방에 20마리정도 있었다. 잡아도 계속 나와서 잠을 잘 수가 없었다. 벽에는 모기를 잡은 흔적들이 많다. 침대 베게에서 냄새가 난다.
1,"제주 2박3일 여행 중 하루는 중문, 하루는 오렌지트리에서 숙박했는데요  가격이 저렴한거에 비해 시설은 그럭저럭 괜찮았는데 .. 주변 소음이 좀 심했어요 제가 묵었던 그 날만 그랬던건지는 알 수 없지만요 쉬러 간 휴식처에서 잠을 편히 못잔거 같아 여행끝이 불편했습니다 ㅠ ㅠ"
3,"우리는이 호텔에서 3 박을 묵었습니다. 호텔은 좋은 위치에 있지만 더 좋은 점은 없습니다. 침대는 매우 단단했고 베개는 작고 단단했습니다. 방은 나이가 들었고 약간 거칠지 만 나이가 들었습니다. 우리 화장실은 기능적이었다. 그리고 아침 식사는 적당했지만 최소한이었다. 의 사무실은 대부분 압력, 청소, 쿼리에 응답 및 예약 안팎에서 압력을 받고 있었다. 서두르지 않지만 우리가 있다면 위치는 매력이 될 것입니다."
3,"제주도를 여행하면서 나는 하룻밤 머물렀다. 이 호텔은 예하 투어를 통해 예약 한 패키지의 일부였습니다. 내가 나의 첫날 여행 후 체크인하는 것에 도착했을 때 내가 예하 투어에서 구입했던 꾸러미에서 벌써 지불 받았지만 응접에서의 사람은 나에게 지불하게하려고 노력하고 있었다. 어쨌든, 그것은 빨리 분류되었습니다. 그 남자는 그가 거기 새로 왔다고 그래서 나는 그에게 휴식을 줄 것이다. 이 호텔은 구시가의 훌륭한 위치에 있습니다. 옛 도심에있는 동문 시장과 지하 쇼핑몰은 단 몇 분 거리에 있습니다. 호텔은 나이가 들었지만 기본이지만 조용하고 깨끗합니다. 침대는 매우 단단했습니다. 방은 약간의 연기 냄새가 있었지만 나쁘지 않았습니다. 전반적으로이 장소는 예산에있는 사람들을 위해 짧은 체류를 위해 좋았습니다."
4,"제주시 역사적인 구시가지 아늑한 곳입니다. 할 수 있습니다 모든(편의점, 레스토랑, 카페, 술집, 쇼핑, 교회, 박물관 등). 대부분 거리 잘 작동되었어요 걸어서 갈 내에서 길에서 바로 걸어나와서 또는 호텔 리셉션 한 전화를 필요한 경우 풍부하다. 객실은 에어컨/난방, 시설이 깨끗한 욕실이 있습니다. 물 히터 사용할 수 있습니다. 무료 아침식사는 간단해요. 커피 커피숍이 판매를 위한. 짐을 유물들은 또한 무료로 사용할 수 있습니다. 15분 차로. 편안한 침대와 깨끗한 침구, 침구류. 나는 다음에 묵을 곳이 이 아름다운 섬을 다시 방문할 기회가 필요한 경우 다시 묵을 것이다."
5,"싸고 좋은. . . 표준 트윈에서 표준 트리플로 업그레이드되었습니다. . . 큰 방과 욕실. . . . 매우 빠른 와이파이 연결. 쇼핑 거리 근처에, 내가 가까이에 말했을 때, 말 그대로 근처에. 한 블록 떨어진 곳. 나는 위치가 우리에게 매우 편리하다고 기대하지 않았다. 그래서 나는 매우 행복하다. Tho, 그것은 무료 아침 식사가 없다, 당신은 coz 편의점, resto, 카페가 구석을 돌면 서 걱정할 필요가 없습니다. 그들은 당신의 당일 치기 여행을위한 교통편을 제공합니다. 투어 택시 요금은 하루 140,000 원입니다.  전반적인 경험은 매우 좋습니다. 매일 좋은 밤을 잘 수있었습니다."
4,"장점: 넓은 객실과 욕실, (버스 정류장 근처에 있는) 좋은 위치, 조용한 호텔, 저렴한 가격, 빠른 무료 무선 인터넷 단점: 큰 수건도 레스토랑,/ 카페가 없고, 호텔 직원들은 영어를 잘 구사하지, 하우스 키핑 있지 않으며 기본 (요청해야 합니다)"
5,갑작스런 출장으로 인하여 급하게 알아보게 되었는데 직원분께서 친절하게 안내해 주셔서 감사했어요 같이간 직원들도 맘에 들어 하더군요 낮에는 일때문에 정신없었지만 저녁에는 푹쉬고 휴가 온 기분으로 잼나게 놀다가요 담에는 가족들이랑 같이 오는걸로ㅋㅋ
5,원하는숙소 예약안되 걱정했는데 내부시설보고 결정 가격도저렴하고 부대시설도 저렴하고 협재해변이 가까워서 나름괜찮아서 다음에 와이프랑 다시오기로~~~
5,"협제해변인근에 부동산 문제로 제주에 갑자기 가게되었다. 혼자이고 조용히 하루 보내고 싶어 우연히 찾았던 더제주리조트 성수기가 아직 아니라 그런지 정상요금이 아닌듯 저렴했다. 건물은 지어진지 좀 되어 보였으나 올라가보니 조명도, 복도에 들어서는 느낌도 깔끔했다. 해변에서의 거리는 차로 약 5분이 안걸리는 정도, 뒷마당에는 수영장도 보인다. 잔디밭에 잠시 누워서 하늘을 보고 있던 시간이 내겐 참 좋았다. 여름이 본격적으로 시작되면 사람들이 많아 이렇게 조용히 쉴 수는 없었겠지? 온수도 잘나오고 가격대비 이렇게 편한곳은 없겠다 싶다. 뭐, 다른곳을 다 가보진 않았지만, 아주 만족스러웠다. 5성급 고급호텔을 찾는게 아니라면 조용히 쉬고 싶을 때 가족과 함께 와도 좋겠다. 펜션 혹은 콘도 급의 큰방도 있다고 하니 가족단위도 가능한 실속만점의 숙소였다."
1,There's a bug inside the room. :( 바퀴벌레 3마리 나왔어요.. 낮에 물놀이 하고 갔을땐 없었는데 밤에 11시쯤되니까 발코니에 2마리가 있더라구요. 그래서 문 다 닫고 방안에는 없나 살펴보니 1마리가 나왔어요..ㅡㅡ 그래서 컵같은거로 엎어두고 간신히 잤고요.  아침일찍 체크아웃했는데 카운터에계신분께 말하니 한달에 2번 방역하고 주변에 산이 많아 그렇대요. 한적하고 조용한 호텔을 원했지만 바퀴와 함께했어요..  바퀴와 함께 자고싶으신분들 추천!
5,한림에서 다소 외곽에 위치 하고 있지만   한적한 제주의 정취를 느끼시고 싶다면  베니키아 더 제주를 추천해드리고 싶네요  친철한 데스크 직원들이 있구요  조경이 무척 잘되 있어요  비지니스 단체 여행을 원하시면  대형 세미나실과 체력단련실 그리고 수영장등의  부대 시설이 잘되 있어 편안한 시간을 보낼수 있을듯 싶네요  주의 사항 흡연자 분들은 구내 매점에서 담배를 판매 하지 않으니  꼭 구매후 체크인 하시길.....^^:
5,한림에 위치도 좋고 깨끗하고 좋았어요. 다 좋았는데 특히 샴푸 바디워시랑 드라이기가 호텔드라이기 치고 쎄서 좋았습니다.
5,좋은 숙소 예약해서 여행하는 내내 너무 기분 좋았습니다. 가격이 저렴해서 기대 하나도 안하고갔는데 너무 깨끗하고 바닷가랑도 가까웠어요. 뷰도 너무 좋고 노을지는건 정말 좋았어요. 직원분들도 너무 친절하시고 좋았습니다. 감사합니다.
5,신축이라 깨끗한 건물과  객실이 너무 마음에 들었습니다. 5층이라 바다도 잘 보이고 전망도 좋았어요. 저렴한 가격에 너무 좋은 숙소였어요.
5,주인 분이 매우매우 친절하시다.. 버스 잔돈이 없어 걱정했는데 그런 문제까지 해결해주시려고 도와주셨고.. 룸컨디션도 매우 깨끗했으며 방이 온돌이라서 뜨근뜨근 잘 있을 수 잇었다. 뷰도 훌륭해서 제주도의 진풍경을 느낄 수 있었다. 매우 만족!
5,최근 리모델링을 한건지 건물이 새로지어졌는지 굉장히 깨끗했어요. 조식도 5천원뿐이 안하는가격에 가볍게 먹을수 있어 괜찮았습니다. 사장님도 너무 친절하시고 이것저것 많이 도와주셔서 너무 감사했습니다. 다음에도 방만 있다면 이쪽으로 이용할 예정입니다.
5,애월 바다 바로 앞에 있는 오션뷰 숙소를 예약하고 싶어서 찾아보다가 괜찮아보여서 예약하고 다녀왔는데 위치도 좋고 바다가 보이는 루프탑 풀빌라 따뜻한 온수풀 역시 너무 맘에 들었어요~!!
5,이번 제주 여행에서 숙소를 고르는데 뷰를 제일 우선적으로 따져서 예약하고 다녀 왔습니다~ 뷰도 만족하고 스파도 따뜻하게 하고 와서 좋았어요~
5,청결하고 깨끗해서 좋았어요. 내부 인테리어가 예쁘고 내집처럼 편안하고 안락한 분위기였고 바다가 보이는 따뜻한 온수풀 최고입니다.
5,애월 바다 바로 앞에 있어서 위치가 좋고 전망도 굳ㅎㅎㅎ  바다가 보이는 스파 스위트 따뜻한 온수풀 너무 좋았던 호텔~♡ 완벽해요!!
5,완전 럭셔리한 호텔입니다!ㅎㅎ제주에도 워낙 숙박시설이 많아 고민을 하던 참에 지인통해서 숙박했습니다~ 깔끔하니 럭셔리한게 저한테는 만족했어요!^^
5,차 없이도 올 수 있는 바닷가 앞 호텔이에요. 주변에 아침 운동 하기도 좋구요. 호텔 앞에 카페도 많아서 멀리 가지 않고 호텔 주변에서 할 수 있는게 많았어요.  밥도 맛있고 객실도 편안해서 다시 와서 쉬고 싶어요. 직원분들도 친절하고 호텔 내 특산품 매장 사장님 특히 넘 좋아요. 꼭 가보세요.
2,단체관광객이 많은 곳입니다. 아침에도 시끄럽고 밤에도 시끄러웠어요. 리조트형이라 소음이 다 울립니다. 방의 청결상태는 좋지 않았습니다. 깔끔한 호텔을 원하시는 분은 다른 곳이 좋겠습니다.
4,시설은 조금 오래됐지만 도로에서 떨어져 있어 조용하고 따뜻하고 편안한 호텔이었습니다. 직원도 친절하고요. 새 시설을 원하신분은 다른 호텔을 이용하시고 조용하고  편안한 호텔을 원하신다면 이 호텔도  좋은것 같습니다.
4,"9박 10일의 제주 올래와  오름투어 일정중 5박을 하였다.  대중교통이용시 10분정도의 거리에 위치하여  조금먼듯하였으나, 올래 16코스에 위치하여  렌트를 하지않코도 대중교통이용으로 올래길 탐방을 할수있어 좋았고, 2인 올래 게스트 하우스 이용시 보다 저렴했으며 모든면에서 가격대비 괜찬았다."
4,깔끔하고 가격대비 좋습니다. 관광지랑 접근성 좋구요 단지 주차장만 좁아요 참. 직원분들이 너무친절합니다. 잘 쉬다갑니다~^^
4,지은지 좀 되었지만 저렴한 가격에 깨끗하고 모텔급보다 시설에 거부감이 없어 가족과 함께 하기 좋다.  공항에서 랜트카나 택시로 10분정도며  주변에 편의점 및 맛집들도 꽤 많아  여행을 시작하기에 좋은 장소 이다.  모든 객실이 오션뷰이며 작지만 아늑한 맛이 있다.  주차시설에는 자리가 많진 않지만  건물 뒷편에 주차시설이 있으며 호텔내  편의시설로는 맛사지 에스테틱과 사우나가 있다.  여행의 피로를 사우나로 푸는것도 좋은 방법이겠다.   꼭 들려서 숙박해야할 특별한 특색은 없었지만 괜찮은 가격과 깨끗한 시설이 장점이겠다. 
4,"출장으로 왔는데, 건물외관과 복도 카페트등은 낡았지만 방 시설은 나쁘지 않습니다. 가격도 많이 비싸진 않고요. 주변에 편의점이나 빵집등이 있고, 해안도로 산책할 수 있어서 괜찮습니다."
2,"위치는 호텔에서 10-15분 걸리는 위치라 좋음. 주위환경도 반대편에 이마트있고, 카페 식당 다있어서 좋음 다만 룸컨디션이 낡았으며, 잠자는 윗방 화장실 물내려가는 소리가 계속 들려서 숙면을 취할수 없었다. 가격은 저렴하여 만족하였음..."
4,"한국식 온돌 바닥이 있는 방에서 자 보니 이 객실이 정말 좋더라고요. 이 곳에서 기분좋게, 깨끗하게, 안락하게 그리고 편안하게 머물렀어요. 카지노가 아주 가까이 있어요 - 굉장히 많은 가게가 있는 길을 따라 10분 정도 걸어가면 돼요. 위치가 아주 좋은 점이 많은 곳이예요."
3,"우리는 이 호텔이서 이틀밤을 있었는데 우리 단체 관광에서 짜준 대로 였다. 하지만 위치나 가격에서 보면 추천하지 않을 것이다.  말했듯이 대부분 잘 돌아갔다. 또 TA 유저들이 말했 듯이, 아시아를 기준으로도 작은 방에, 화장실도 제대로 갖춰지지 않았다. (어떤 사람은 방에 화장실이 있는 것을 선호 할 듯), 방이나 복도에 뜨거운 물도 없었고, 방에 있는 히터는 그럭저럭 괜찮았고 잠도 그런대로 잘 잘 수 있었다.  여기에 한 사람이 '끔찍함, 최악의 호텔' 이라고 했는데 그 말은 이 호텔을 제대로 설명해 주지 못한다. 그 사람은 침대에 이가 있었던 것 같은데 우리는 그런 것은 없었다."
5,"바로 앞(1분거리) 버스정류장이 있고 함덕과 김녕해변으로 뚜벅이 여행자, 렌트카 여행자 모두에게 편리한 곳! 친구들과 함께 여행하며 조용히 여유롭게 지낼 수도, 즐겁게 담소를 나누기에도 적합한 곳이었어요:) 인도풍 인테리어와 사장님이 매일 청소해주시는 덕분에 깨끗한 상태를 유지한 곳입니다!"
5, 돌담지나서 예쁜 제주집 한채. 정성들인 집안과 방안. 그리고 마당까지. 음악과 좋은 향으로 포근하게 맞이해주는 따뜻한 공간이였어요. 소란스런 월정리와 함덕사이에 자리잡은 동복리인지라 더 평화롭고 아름다운곳이였어요.  아침식사도 맛있었어요. 따뜻한 봄날에 다시 가고싶어요. 
5,너무너무좋았어요 엄청 반갑게ㅡ맞아주는 부부들 너무 기분좋았구요 시설또한 새롭게 리모델링한 내부에 따뜻하게 잘지내다 갑니당 🌲인도스타일 인테리어도 너무 맘에 들었구요 그리고 마스코트 윈디도 너무 기여웠어요 다시다시 또올려구여 고마웠어요 샨티샨티 💋💋
5,마지막여행밤이라게스트하우스에오래있지못했지만 시골집에 온듯한포근함과 편안함으로 하루를 보냈음
