CTGRY_NM,FCLTY_NM,RDNMADR_NM,CTPRVN_CD,SIGNGU_CD,FCLTY_LO,FCLTY_LA,AREA_NM,HMPG_URL,TEL_NO,BASE_DE
오락실,놀러와오락실1,경기도 안산시 단원구 중앙대로 462  가동 4층 204 205 206-1호 (원곡동  안산역),41,41273,126.789457,37.326894,경기,,,2021-12-31
오락실,놀러와오락실2,경기도 안산시 단원구 중앙대로 462  가동 4층 206 206-2호 (원곡동  안산역),41,41273,126.789457,37.326894,경기,,,2021-12-31
오락실,안산노리존,경기도 안산시 단원구 중앙대로 899 (고잔동  102호외 20개호),41,41273,126.836409,37.317273,경기,,,2021-12-31
볼링장,롯데볼링센터,경기도 안산시 단원구 중앙대로 899 롯데프라자,41,41273,126.836409,37.317273,경기,_,031-482-5001~3,2021-12-31
볼링장,하늘정원볼링장,경기도 안산시 단원구 초지로 100 세종프라자,41,41273,126.815234,37.307863,경기,_,031-402-9311,2021-12-31
오락실,못된강아지,경기도 안산시 단원구 초지로 94  115호 (초지동  한솔프라자),41,41273,126.815165,37.307232,경기,,,2021-12-31
볼링장,현대볼링센타,경기도 안산시 단원구 풍전로 7,41,41273,126.787732,37.322605,경기,_,_,2021-12-31
볼링장,뷰 락볼링장,경기도 안산시 상록구 광덕1로 355 2층,41,41271,126.849095,37.307278,경기,_,1577-9560,2021-12-31
오락실,대박게임랜드,경기도 안산시 상록구 상록수로 28  올림포스보노피아 310 311호 (본오동),41,41271,126.862991,37.302142,경기,,,2021-12-31
오락실,달사냥,경기도 안산시 상록구 샘골로 127  1층 103호 (본오동  성은빌딩),41,41271,126.862713,37.295138,경기,,,2021-12-31
오락실,돌잡이,경기도 안산시 상록구 샘골로 189  1층 104호 (본오동  웅진빌딩),41,41271,126.862991,37.300646,경기,,,2021-12-31
볼링장,해안볼링센타,경기도 안산시 상록구 선진6길 2,41,41271,126.843263,37.281532,경기,_,031-417-9321,2021-12-31
볼링장,부곡파크볼링장,경기도 안산시 상록구 성호로 258 4층 404호 (안산제2종합시장),41,41271,126.858131,37.326685,경기,_,031-437-0929,2021-12-31
오락실,UFO,경기도 안산시 상록구 안산대학로 96  1층 (일동),41,41271,126.868766,37.308955,경기,,,2021-12-31
볼링장,다농볼링장,경기도 안산시 상록구 예술광장로 1 다농마트,41,41271,126.844238,37.32837,경기,_,031-410-2215~6,2021-12-31
오락실,노다지 게임랜드,경기도 안산시 상록구 충장로6길 24-1  1층 (이동),41,41271,126.859021,37.308825,경기,,,2021-12-31
오락실,게임빌리지,경기도 안산시 상록구 항가울로 422  5층 (성포동  롯데마트),41,41271,126.846179,37.318018,경기,,,2021-12-31
오락실,팡팡 게임랜드,경기도 안성시 개내교1길 4  2층 (신건지동),41,41550,127.254419,37.013744,경기,,,2021-12-31
오락실,공도 게임장,경기도 안성시 공도읍 고무다리길 9  1층,41,41550,127.169889,36.99854,경기,,,2021-12-31
오락실,새낭골 JOY랜드,경기도 안성시 대덕면 대학10길 16  1층,41,41550,127.22619,37.001623,경기,,,2021-12-31
오락실,논스톱2,경기도 안성시 대덕면 대학10길 20,41,41550,127.226491,37.001878,경기,,,2021-12-31
오락실,온가족놀이터,경기도 안성시 대덕면 대학2길 25  1층 102호,41,41550,127.224875,37.001624,경기,,,2021-12-31
오락실,프로젝트 지(PROJECT G),경기도 안성시 대덕면 대학2길 27  1층,41,41550,127.225022,37.001544,경기,,,2021-12-31
오락실,FUNNY CRANE,경기도 안성시 대덕면 대학3길 15  1층 103호,41,41550,127.225233,37.002933,경기,,,2021-12-31
오락실,게임천국,경기도 안성시 아양2로 109  디와이빌딩 2층 (석정동),41,41550,127.257209,37.012221,경기,,,2021-12-31
오락실,우리동네 오락실,경기도 안성시 안성맞춤대로 741  1층 (계동),41,41550,127.264111,36.981625,경기,,,2021-12-31
오락실,호텔 마에스트로 오락실,경기도 안성시 양성면 안성맞춤대로 2134-36  1층,41,41550,127.260684,37.1035,경기,,,2021-12-31
오락실,GAME ZONE,경기도 안성시 원곡면 경부고속도로 365  1층,41,41550,127.144735,37.013563,경기,,,2021-12-31
오락실,골드게임장,경기도 안성시 죽산면 죽주로 272  1층,41,41550,127.425287,37.075639,경기,,,2021-12-31
오락실,공주게임방,경기도 안성시 죽산면 죽주로 287-1  1층,41,41550,127.426844,37.076439,경기,,,2021-12-31
오락실,즐겨찾기,경기도 안성시 중앙2길 20 (대천동),41,41550,127.270811,37.008115,경기,,,2021-12-31
오락실,골드존 게임파크,경기도 안성시 중앙로 324-7  1층 (석정동),41,41550,127.263072,37.00904,경기,,,2021-12-31
오락실,게임은? 동전으로,경기도 안성시 중앙로 387 (대천동),41,41550,127.269961,37.007776,경기,,,2021-12-31
오락실,G-ZONE,경기도 안성시 중앙로389번길 31  1층 (대천동),41,41550,127.270366,37.008806,경기,,,2021-12-31
오락실,영동게임장,경기도 안성시 중앙로412번길 9  1층 (영동),41,41550,127.272478,37.006512,경기,,,2021-12-31
볼링장,브래그 볼링장,경기도 안양시 동안구 경수대로 911,41,41173,126.935064,37.39755,경기,_,031-441-4702,2021-12-31
볼링장,도도볼링펍,경기도 안양시 동안구 관악대로 183 동양월드타워 지하2층,41,41173,126.944457,37.399373,경기,http://www.도도볼링펍.com/,031-387-0688,2021-12-31
볼링장,자마이카볼링라운지,경기도 안양시 동안구 관악대로 272,41,41173,126.952984,37.401864,경기,"http://jamaicabowling.co.kr/, https://jamaicabowling.modoo.at",031-381-8533,2021-12-31
오락실,둘리박스,경기도 안양시 동안구 관악대로287번길 24  1층 103호 (관양동),41,41173,126.954715,37.404042,경기,,,2021-12-31
오락실,GAME ZONE,경기도 안양시 동안구 관평로170번길 33  8층 (관양동),41,41173,126.962254,37.393016,경기,,,2021-12-31
오락실,놀러와 게임랜드,경기도 안양시 동안구 관평로305번길 53  1층 (관양동  대진빌딩),41,41173,126.954122,37.403676,경기,,,2021-12-31
볼링장,평촌볼링센타,경기도 안양시 동안구 귀인로 289,41,41173,126.970728,37.388621,경기,_,031-424-1788,2021-12-31
볼링장,안양볼링,경기도 안양시 동안구 귀인로 85,41,41173,126.949282,37.382224,경기,_,031-429-7979,2021-12-31
볼링장,평촌핀락볼링장,경기도 안양시 동안구 시민대로 175,41,41173,126.950408,37.391362,경기,_,031-386-9000,2021-12-31
오락실,브릭스,경기도 안양시 동안구 시민대로 180  8층 (호계동  G.SQURE),41,41173,126.950416,37.389992,경기,,,2021-12-31
VR테마파크,V 리얼 파크,경기도 안양시 동안구 시민대로160번길 20   롯데식품관 2층 문화홀,41,41173,126.950165,37.388557,경기,"http://vrealpark.co.kr, http://www.instagram.com/vreal_park",070-8622-6889,2021-12-31
VR테마파크,the코인노래연습장 vr게임장,경기도 안양시 동안구 인덕원로30번길 50,41,41173,126.975657,37.400657,경기,,031-423-7500,2021-12-31
오락실,앤디디알게임장,경기도 안양시 동안구 평촌대로 141 (호계동 트윈프라자 지층 102),41,41173,126.958768,37.384606,경기,,,2021-12-31
오락실,플레이존,경기도 안양시 동안구 평촌대로 142  105호 (평촌동  평촌트윈마트),41,41173,126.959892,37.385003,경기,,,2021-12-31
볼링장,안양도시공사볼링장,경기도 안양시 동안구 평촌대로 389,41,41173,126.947651,37.405241,경기,https://www.ansi.or.kr/ansi01/html/business/business0606.asp,031-389-5388~9,2021-12-31
오락실,오락의 신,경기도 안양시 동안구 평촌대로 지하 127  지하1층 11  12호 (호계동  중앙상가),41,41173,126.948348,37.413546,경기,,,2021-12-31
오락실,플레이존,경기도 안양시 동안구 평촌대로223번길 27  지하층 101호 (호계동  범계타워),41,41173,126.954177,37.390746,경기,,,2021-12-31
오락실,게임천국,경기도 안양시 동안구 평촌대로223번길 49  지층 102~104호 (호계동),41,41173,126.953065,37.390367,경기,,,2021-12-31
볼링장,스카이락볼링,경기도 안양시 동안구 평촌대로223번길 49 아트타워빌딩 6층,41,41173,126.953065,37.390367,서울,_,031-382-0111,2021-12-31
오락실,리얼레이싱존,경기도 안양시 동안구 평촌대로223번길 55  401호 (호계동  대명빌딩),41,41173,126.952761,37.390265,경기,,,2021-12-31
오락실,범계게임천국Ⅲ,경기도 안양시 동안구 평촌대로223번길 55  지하1층 (호계동  대명빌딩),41,41173,126.952761,37.390265,경기,,,2021-12-31
VR테마파크,피노키오멀티방,경기도 안양시 동안구 평촌대로223번길 55 대명빌딩 6층,41,41173,126.952761,37.390265,경기,http://blog.naver.com/lifeiskal,031-381-7031,2021-12-31
오락실,범계게임천국,경기도 안양시 동안구 평촌대로223번길 64  지하1층 B03~B08호 (호계동  제일빌딩),41,41173,126.952249,37.390531,경기,,,2021-12-31
볼링장,원 락볼링장,경기도 안양시 동안구 흥안대로 524,41,41173,126.977395,37.400798,경기,_,031-425-0929,2021-12-31
볼링장,뷰락볼링장,경기도 안양시 만안구 만안로 201 두하빌딩 5층,41,41171,126.924192,37.398821,경기,_,031-465-3533,2021-12-31
오락실,즐,경기도 안양시 만안구 만안로 209  1층 (안양동),41,41171,126.923709,37.399448,경기,,,2021-12-31
오락실,조이폴리스엔터테인먼트,경기도 안양시 만안구 만안로 232  9층 (안양동),41,41171,126.922659,37.401781,경기,,,2021-12-31
오락실,과일 Farm,경기도 안양시 만안구 박달로 502-1  1층 (박달동),41,41171,126.908441,37.402434,경기,,,2021-12-31
볼링장,킹락볼링장,경기도 안양시 만안구 안양로 275 2001아울렛 5층,41,41171,126.922651,37.396771,경기,https://blog.naver.com/ikw1130,031-465-8883,2021-12-31
볼링장,볼원볼링장&당구장,경기도 안양시 만안구 안양로 300 6층,41,41171,126.921578,37.399167,경기,https://www.instagram.com/bowlonebowl_anyang/,031-445-9221,2021-12-31
VR테마파크,Odyssey VR PARK,경기도 안양시 만안구 안양로 311 6 7층,41,41171,126.920182,37.399632,경기,"http://odysseyvrpark.co.kr, https://www.instagram.com/vrpark_odyssey/",031-464-0900,2021-12-31
볼링장,제이앤제이볼링센터,경기도 안양시 만안구 안양로 316 VON PLAZA,41,41171,126.920599,37.4005,경기,_,031-464-0923,2021-12-31
VR테마파크,브이알고,경기도 안양시 만안구 안양로304번길 23,41,41171,126.922233,37.399957,경기,,031-445-8557,2021-12-31
볼링장,다코스볼링프라자,경기도 안양시 만안구 예술공원로 91,41,41171,126.9174,37.416402,경기,_,031-473-7200,2021-12-31
오락실,놀러와,경기도 안양시 만안구 장내로120번길 56  1층 (안양동),41,41171,126.922942,37.394602,경기,,,2021-12-31
오락실,노리존,경기도 안양시 만안구 장내로143번길 15 (안양동),41,41171,126.922965,37.398522,경기,,,2021-12-31
오락실,아이존 팝,경기도 안양시 만안구 장내로143번길 37  2층 (안양동),41,41171,126.922263,37.399443,경기,,,2021-12-31
오락실,나노게임파크,경기도 안양시 만안구 장내로149번길 15 (안양동),41,41171,126.923435,37.398823,경기,,,2021-12-31
오락실,스트라이크팡 안양점,경기도 안양시 만안구 장내로149번길 29  2층 202호 (안양동),41,41171,126.922942,37.399332,경기,,,2021-12-31
오락실,게임박스,경기도 양주시 고읍남로 6-13  102호 (광사동),41,41630,127.079539,37.795454,경기,,,2021-12-31
VR테마파크,백두산 레이싱VR게임장,경기도 양주시 고읍남로 6-14 제이프라자 6층,41,41630,127.079147,37.795929,경기,,031-400-5555,2021-12-31
오락실,양주롯데시네마게임장,경기도 양주시 고읍남로 6-16  광장프라자 5층 (광사동),41,41630,127.0789,37.795702,경기,,,2021-12-31
오락실,(주)디네로,경기도 양주시 고읍남로 6-6  9층 (광사동),41,41630,127.080109,37.796225,경기,,,2021-12-31
오락실,블루게임장,경기도 양주시 광적면 가래비길 79-3,41,41630,126.98456,37.823587,경기,,,2021-12-31
오락실,광백게임랜드,경기도 양주시 백석읍 부흥로1036번길 17,41,41630,127.001274,37.804701,경기,,,2021-12-31
오락실,게임멀티샵,경기도 양주시 옥정동로7다길 12-13  113호 (옥정동),41,41630,127.093384,37.819285,경기,,,2021-12-31
오락실,게임박스,경기도 양주시 옥정동로7다길 12-13  폴리타워 113호 (옥정동),41,41630,127.093384,37.819285,경기,,,2021-12-31
오락실,가즈아,경기도 양주시 은현면 은현로 521  1층,41,41630,127.004726,37.907804,경기,,,2021-12-31
오락실,부자게임장,경기도 양주시 평화로1429번길 117 (덕계동),41,41630,127.042872,37.823048,경기,,,2021-12-31
오락실,파노라마게임,경기도 양평군 양평읍 양평대교길 3 (지1층),41,41830,127.491962,37.487497,경기,,,2021-12-31
오락실,즐겨찾기 오락실,경기도 양평군 양평읍 양평시장길 22-1  불짱불닭 1층,41,41830,127.491396,37.490891,경기,,,2021-12-31
오락실,YP GAME CLUB (양평게임클럽),경기도 양평군 양평읍 양평시장길 31,41,41830,127.490264,37.49104,경기,,,2021-12-31
오락실,못된강아지,경기도 양평군 양평읍 양평시장길17번길 6,41,41830,127.491322,37.490161,경기,,,2021-12-31
오락실,바이크게임장,경기도 양평군 용문면 용문로 277,41,41830,127.586539,37.47972,경기,,,2021-12-31
오락실,YP2 GAME CLUB (양평2 게임클럽),경기도 양평군 용문면 용문시장2길 9,41,41830,127.59469,37.484136,경기,,,2021-12-31
오락실,가남게임랜드,경기도 여주시 가남읍 경충대로 1166,41,41730,127.552858,37.195786,경기,,,2021-12-31
오락실,자전거 여행,경기도 여주시 강변유원지길 99-8 (연양동),41,41730,127.665476,37.293181,경기,,,2021-12-31
오락실,라운드1(오학점)ROUND,경기도 여주시 도예로 51 (현암동),41,41730,127.642194,37.30809,경기,,,2021-12-31
오락실,라운드1(홍문점) ROUND,경기도 여주시 세종로 26 (홍문동),41,41730,127.636163,37.295474,경기,,,2021-12-31
오락실,대운게임장,경기도 여주시 세종로 77  3층 (홍문동),41,41730,127.635418,37.290975,경기,,,2021-12-31
오락실,못된강아지 여주점,경기도 여주시 세종로 85 (홍문동  여주종합터미널),41,41730,127.63541,37.290245,경기,,,2021-12-31
오락실,우리동네 노리터,경기도 연천군 신서면 연신로 1158,41,41800,127.10767,38.185048,경기,,,2021-12-31
오락실,통통게임랜드,경기도 연천군 전곡읍 은전로77번길 34 (국인원룸),41,41800,127.067969,38.029819,경기,,,2021-12-31
오락실,레이스게임랜드,경기도 연천군 전곡읍 은전로78번길 22  2층,41,41800,127.068593,38.027355,경기,,,2021-12-31
VR테마파크,프라임VR,경기도 연천군 전곡읍 전곡로 100 형제빌딩 지하,41,41800,127.071489,38.021675,경기,http://blog.naver.com/kyjdyu,031-835-3498,2021-12-31
오락실,게임박스,경기도 연천군 전곡읍 전곡로161번길 6,41,41800,127.067441,38.026544,경기,,,2021-12-31
오락실,크레인 25,경기도 오산시 궐동로69번길 25  명성빌딩 1층 가동 (궐동),41,41370,127.063849,37.157257,경기,,,2021-12-31
오락실,멀티스타오락실,경기도 오산시 궐동로69번길 9 (궐동  온가족빌),41,41370,127.062317,37.157326,경기,,,2021-12-31
오락실,백발백중 게임장,경기도 오산시 궐리사로 88  1층 (궐동),41,41370,127.061911,37.158251,경기,,,2021-12-31
오락실,블라블라,경기도 오산시 내삼미로79번길 19  선우중앙타워 105호 (수청동),41,41370,127.064385,37.169471,경기,,,2021-12-31
오락실,키즈오락,경기도 오산시 내삼미로79번길 31  103호 (수청동),41,41370,127.06446,37.170697,경기,,,2021-12-31
오락실,선물방,경기도 오산시 내삼미로79번길 48  리더스 106호 (수청동),41,41370,127.065395,37.169777,경기,,,2021-12-31
오락실,크레인 랜드,경기도 오산시 대원로38번길 9 (원동),41,41370,127.072817,37.145631,경기,,,2021-12-31
오락실,멀티스타 오락실 2,경기도 오산시 대호로 77  102호 (궐동),41,41370,127.053999,37.157152,경기,,,2021-12-31
볼링장,오산우리볼링센터,경기도 오산시 대호로62번길 63-5,41,41370,127.055383,37.157262,경기,_,031-376-7901,2021-12-31
볼링장,핀락볼링클럽,경기도 오산시 성호대로 130 중앙시티월,41,41370,127.075778,37.148412,경기,_,070-4827-3050,2021-12-31
오락실,왔다! 게임장,경기도 오산시 수목원로49번길 57  1층 (누읍동),41,41370,127.048833,37.140882,경기,,,2021-12-31
오락실,멀티 게임장,경기도 오산시 오산대역로 214  지플렉스 1층 117호 (수청동),41,41370,127.065584,37.170859,경기,,,2021-12-31
오락실,키털이 월드,경기도 오산시 오산로 19  1층 (갈곶동),41,41370,127.066967,37.128843,경기,,,2021-12-31
볼링장,명신볼링클럽,경기도 오산시 오산로 195 명신예식홀,41,41370,127.068206,37.144424,경기,_,031-374-1212~3,2021-12-31
오락실,짱,경기도 오산시 오산로198번길 21  신일전기조명 1층 1호 (원동),41,41370,127.070757,37.144705,경기,,,2021-12-31
VR테마파크,레이존 VR,경기도 오산시 오산로212번길 11-3,41,41370,127.069693,37.146102,경기,,031-831-8660,2021-12-31
오락실,즐,경기도 오산시 오산로212번길 15  1층 (원동),41,41370,127.069955,37.145879,경기,,,2021-12-31
오락실,놀자 게임장,경기도 오산시 오산로290번길 11  3층 (오산동),41,41370,127.069678,37.152888,경기,,,2021-12-31
오락실,짱 게임 ZONE,경기도 오산시 운암로 37  1층 (오산동  거성프라자),41,41370,127.075724,37.149114,경기,,,2021-12-31
오락실,보물섬 게임랜드,경기도 오산시 운천로 80-17  유길빌딩 1층 102호 (오산동),41,41370,127.075417,37.1494,경기,,,2021-12-31
볼링장,GN락펍볼링장,경기도 오산시 운천로 80-5 1층 GN락펍볼링장,41,41370,127.075436,37.14968,경기,_,031-378-7770,2021-12-31
오락실,놀러와 게임존,경기도 오산시 원동로37번길 30 (원동  비비피아쇼핑몰),41,41370,127.071068,37.145086,경기,,,2021-12-31
오락실,놀이터 게임장,경기도 오산시 원동로37번길 37  1층 (원동  구성빌딩),41,41370,127.070289,37.145269,경기,,,2021-12-31
볼링장,청학볼링장,경기도 오산시 청학로 48,41,41370,127.063884,37.153464,경기,_,031-375-4313,2021-12-31
볼링장,청학볼링센타,경기도 오산시 청학로 48 청학볼링센터,41,41370,127.063884,37.153464,경기,_,031-372-9900,2021-12-31
볼링장,더레드락볼링장,경기도 용인시 기흥구 강남로 3 강남앤플러스 7층,41,41463,127.126158,37.271046,경기,_,031-274-7791,2021-12-31
오락실,즐겜,경기도 용인시 기흥구 강남로 8 (구갈동  우성메디아피아),41,41463,127.127276,37.270901,경기,,,2021-12-31
오락실,STAR GAME PARK,경기도 용인시 기흥구 관곡로 92  202호 (구갈동  신건프라자),41,41463,127.113509,37.280513,경기,,,2021-12-31
VR테마파크,하이온 VR,경기도 용인시 기흥구 구갈동 227-26,41,41463,127.117071,37.274808,경기,,031-548-4717,2021-12-31
오락실,브릭스,경기도 용인시 기흥구 기흥역로 63  501호 (구갈동  힐스테이트 기흥),41,41463,127.117804,37.274841,경기,,,2021-12-31
VR테마파크,쇼미더VR 용인동백점,경기도 용인시 기흥구 동백5로 21-11 롯데리아건물 5층,41,41463,127.152595,37.277411,경기,http://www.facebook.com/ShowmetheVR.Boss/,031-286-2027,2021-12-31
오락실,FUN & JOY TOTAL GAME LAND,경기도 용인시 기흥구 동백5로 21-8  121 122 123호 (중동  동백 지스타),41,41463,127.15288,37.277088,경기,,,2021-12-31
볼링장,쥬네브볼링센타,경기도 용인시 기흥구 동백죽전대로 444,41,41463,127.151618,37.278089,경기,_,031-679-0929,2021-12-31
오락실,T-PLAY(티플레이),경기도 용인시 기흥구 동백죽전대로 444  쥬네브썬월드빌딩 4층 4167~4187호 (중동),41,41463,127.151618,37.278089,경기,,,2021-12-31
VR테마파크,비전F1레이싱앤브이알,경기도 용인시 기흥구 동백중앙로 283 골드프라자 D동 5층 506호,41,41463,127.153689,37.277401,경기,http://pf.kakao.com/_ylxniC,031-286-4010,2021-12-31
오락실,전자게임장,경기도 용인시 기흥구 민속촌로 90  한국민속촌 (보라동),41,41463,127.120657,37.259318,경기,,,2021-12-31
오락실,스티커포토샵,경기도 용인시 기흥구 민속촌로 90  한국민속촌 (보라동),41,41463,127.120657,37.259318,경기,,,2021-12-31
볼링장,리베로볼링장,경기도 용인시 기흥구 보정로 117 CH리베로3,41,41463,127.1143,37.31986,경기,_,031-266-0730,2021-12-31
오락실,원스타오락실,경기도 용인시 기흥구 서그내로15번길 33  한가족빌딩 102 103호 (서천동),41,41463,127.07691,37.246847,경기,,,2021-12-31
오락실,롤리팝키덜트샵,경기도 용인시 기흥구 신갈로 32  1층 113호 (상갈동),41,41463,127.10587,37.269498,경기,,,2021-12-31
오락실,놀랜드,경기도 용인시 기흥구 신고매로 124  2층 (고매동),41,41463,127.120276,37.225191,경기,,,2021-12-31
오락실,라이벌스쿨게임랜드,경기도 용인시 기흥구 신구로 49 (신갈동),41,41463,127.109327,37.276516,경기,,,2021-12-31
볼링장,보성볼링장,경기도 용인시 기흥구 신구로64번길 12,41,41463,127.110849,37.277546,경기,_,031-284-0008,2021-12-31
볼링장,레드힐볼링라운지,경기도 용인시 기흥구 중부대로 242 A동 4층 레드힐볼링라운지,41,41463,127.093242,37.269474,경기,"https://redhillbowling.modoo.at/, https://blog.naver.com/redhillbowling",031-5182-5536,2021-12-31
오락실,짱,경기도 용인시 기흥구 한보라2로14번길 4-2  103호 (보라동),41,41463,127.111014,37.253939,경기,,,2021-12-31
오락실,못된강아지,경기도 용인시 기흥구 흥덕2로87번길 18  D동 112호 (영덕동  이씨티),41,41463,127.071889,37.275769,경기,,,2021-12-31
볼링장,신포볼링센터,경기도 용인시 수지구 고기로45번길 12,41,41465,127.095633,37.341975,경기,_,_,2021-12-31
볼링장,더블랙볼링장,경기도 용인시 수지구 고기로45번길 12 남영탄산스파랜드,41,41465,127.095633,37.341975,경기,_,031-272-0925,2021-12-31
오락실,브릭스,경기도 용인시 수지구 성복2로 38  롯데몰성복점 4층 (성복동),41,41465,127.081666,37.312799,경기,,,2021-12-31
오락실,두근두근 팡팡,경기도 용인시 수지구 정평로 140  1층 (풍덕천동),41,41465,127.095731,37.325315,경기,,,2021-12-31
오락실,일렉트로게임(클래스 죽전점),경기도 용인시 수지구 포은대로 552  2층 (죽전동  이마트),41,41465,127.109982,37.325315,경기,,,2021-12-31
오락실,펀앤조이 게임랜드,경기도 용인시 수지구 풍덕천로129번길 6-4  1층 (풍덕천동  홈마트),41,41465,127.09611,37.323822,경기,,,2021-12-31
오락실,멀티스타 오락실,경기도 용인시 수지구 풍덕천로139번길 15  104호 (풍덕천동),41,41465,127.095771,37.324766,경기,,,2021-12-31
VR테마파크,원피스 VR 만화카페,경기도 용인시 수지구 현암로 139 동산프라자 4층,41,41465,127.124753,37.331958,경기,,031-262-8217,2021-12-31
오락실,용현게임랜드,경기도 용인시 처인구 금령로 134  3층 (마평동),41,41461,127.211041,37.235112,경기,,,2021-12-31
오락실,아마존게임랜드,경기도 용인시 처인구 금령로 83  1층 (김량장동),41,41461,127.205481,37.23548,경기,,,2021-12-31
오락실,퍼니존(Funny Zone),경기도 용인시 처인구 금령로 86  5층 504호 (김량장동  시네마일번가),41,41461,127.205902,37.235122,경기,,,2021-12-31
VR테마파크,캠프VR 경기용인점,경기도 용인시 처인구 금령로 86 3층,41,41461,127.205902,37.235122,경기,"http://www.campvr.co.kr, http://www.facebook.com/campvr/?ref=bookmarks, http://www.instagram.com/camp__vr/http://blog.naver.com/campvr",031-526-7988,2021-12-31
오락실,게임왕,경기도 용인시 처인구 금령로27번길 15  1층 (김량장동),41,41461,127.198334,37.235684,경기,,,2021-12-31
오락실,돌게임장,경기도 용인시 처인구 금령로55번길 2-11  1층 (김량장동),41,41461,127.203442,37.235448,경기,,,2021-12-31
볼링장,인정락볼링클럽,경기도 용인시 처인구 금어로 2,41,41461,127.215524,37.264697,경기,https://www.facebook.com/Injeongrockbowlingclup/,031-332-0022,2021-12-31
VR테마파크,용인ICT체험관,경기도 용인시 처인구 동백죽전대로 61 용인시민체육공원,41,41461,127.165159,37.249638,경기,,,2021-12-31
볼링장,명지볼링장,경기도 용인시 처인구 명지로116번길 6 우영빌딩 명지볼링장,41,41461,127.187455,37.225527,경기,_,031-335-6857,2021-12-31
오락실,게임매니아,경기도 용인시 처인구 백옥대로 1109  1층 (김량장동),41,41461,127.208668,37.234672,경기,,,2021-12-31
볼링장,용인볼링센터,경기도 용인시 처인구 백옥대로 1318,41,41461,127.213329,37.252455,경기,_,031-338-0101,2021-12-31
오락실,블랙게임장,경기도 용인시 처인구 백옥대로 1374  B&B PLAZA 2층 206호 (유방동),41,41461,127.212903,37.257697,경기,,,2021-12-31
오락실,게임매니아,경기도 용인시 처인구 백옥대로1402번길 3  1층 102호 (유방동  설화빌라),41,41461,127.213204,37.260159,경기,,,2021-12-31
오락실,(주)파인리조트,경기도 용인시 처인구 양지면 남평로 112,41,41461,127.294703,37.212787,경기,,,2021-12-31
오락실,양지 게임랜드,경기도 용인시 처인구 양지면 양지로 129  진주식당 2층,41,41461,127.282677,37.234675,경기,,,2021-12-31
오락실,게임랜드,경기도 용인시 처인구 양지면 양지로 142-5  1층,41,41461,127.284069,37.234071,경기,,,2021-12-31
오락실,선수입장,경기도 용인시 처인구 중부대로1388번길 6-16  1층 101호 (김량장동  김량주공2단지아파트),41,41461,127.196638,37.233014,경기,,,2021-12-31
오락실,못된강아지,경기도 용인시 처인구 포곡읍 경안천로 414  1층,41,41461,127.213946,37.266868,경기,,,2021-12-31
오락실,게임피아(삼성물산),경기도 용인시 처인구 포곡읍 에버랜드로 199  삼성에버랜드 L27동,41,41461,127.205023,37.29194,경기,,,2021-12-31
오락실,롤링게임스테이션(삼성물산),경기도 용인시 처인구 포곡읍 에버랜드로 199 (삼성에버랜드 J-9동(1층)),41,41461,127.205023,37.29194,경기,,,2021-12-31
오락실,마리오락실,경기도 용인시 처인구 포곡읍 전대로78번길 19-2  골든튤립에버호텔 1층 103호,41,41461,127.21677,37.287044,경기,,,2021-12-31
오락실,스피드레이서,경기도 용인시 처인구 포곡읍 포곡로 110-1  2층,41,41461,127.217857,37.2692,경기,,,2021-12-31
오락실,나이스게임장,경기도 용인시 처인구 포곡읍 포곡로 128  1층,41,41461,127.219322,37.270354,경기,,,2021-12-31
볼링장,용인볼링장,경기도 용인시 처인구 한터로58번길 47,41,41461,127.212829,37.252803,경기,_,031-321-1931~2,2021-12-31
오락실,CUBE,경기도 의왕시 갈미2로 38  101호 (내손동  두성프라자),41,41430,126.971769,37.379376,경기,,,2021-12-31
볼링장,골드 볼링장,경기도 의왕시 경수대로 292 대덕하이베라스,41,41430,126.971896,37.352679,경기,_,031-451-6611,2021-12-31
오락실,미미오락실,경기도 의정부시 시민로 129-1  1층 (의정부동),41,41150,127.049717,37.738256,경기,,,2021-12-31
VR테마파크,레드VR 의정부점,경기도 의정부시 시민로 80 센트럴타워 CGV 태흥 건물 14층,41,41150,127.044048,37.737921,경기,,070-7799-7119,2021-12-31
오락실,명품 게임랜드,경기도 의정부시 시민로121번길 60  3층 (의정부동),41,41150,127.050297,37.74081,경기,,,2021-12-31
오락실,천지 게임랜드,경기도 의정부시 시민로121번길 61  3층 (의정부동),41,41150,127.049999,37.740988,경기,,,2021-12-31
오락실,용현 놀이터,경기도 의정부시 오목로 24  1층 (용현동),41,41150,127.085661,37.732611,경기,,,2021-12-31
오락실,놀이터,경기도 의정부시 오목로205번길 21  122 123호 (민락동),41,41150,127.097366,37.744991,경기,,,2021-12-31
오락실,G2zone,경기도 의정부시 오목로205번길 55 (민락동  메가타워),41,41150,127.095916,37.745773,경기,,,2021-12-31
VR테마파크,익사이팅 VR,경기도 의정부시 오목로205번길 55 민락메가타워 2층,41,41150,127.095916,37.745773,경기,,070-4064-1400,2021-12-31
오락실,오락실,경기도 의정부시 오목로205번길 61  112호 (민락동),41,41150,127.095471,37.745995,경기,,,2021-12-31
오락실,오락하는 병태와 영자,경기도 의정부시 오목로205번길 67  파워프라자 102호 (민락동),41,41150,127.095197,37.746128,경기,,,2021-12-31
