ID,LCLAS_NM,MLSFC_NM,FCLTY_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_CD,LEGALDONG_NM,ADSTRD_CD,ADSTRD_NM,RDNMADR_CD,RDNMADR_NM,ZIP_NO,GID_CD,FCLTY_LO,FCLTY_LA,FOND_MBY_VALUE,OPER_INSTT_NM,OPER_STLE_NM,TEL_NO,HMPG_ADDR,OPNNG_DE,TOTAR_VALUE,LRGE_THEAT_SEAT_CO_VALUE,LRGE_THEAT_AR_VALUE,MIDDL_THEAT_SEAT_CO_VALUE,MIDDL_THEAT_AR_VALUE,SMALL_THEAT_SEAT_CO_VALUE,SMALL_THEAT_AR_VALUE,PRFPLC_CO,DSPY_AR_CN,EDC_FCLTY_AR_VALUE,CNFRM_AR_CN,TSD_THEAT_ACEPTNC_NMPR_CO,TSD_THEAT_AR_VALUE,TOT_EMP_CO,SPCLTY_EMP_CO,PBLPRFR_DAY_CO,DSPY_DAY_CO,CHGD_ENTRN_CO,EMPR_CO,FYER_OPER_PRICE,PBLPRFR_INCME_PRICE,RM_CN,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE
KCDMSMC22N000000053,문화시설,문예회관,인천문화예술회관,인천,남동구,2820010100,구월동,2820052100,구월3동,예술로,인천 남동구 예술로 149,21569,다사292390,126.7000558,37.4475889,광역자치단체,인천시청,지자체 직영,032-420-2714,art.incheon.go.kr,1994.04.08,"43,313","1,332","13,975",,,486,"3,328",4,"1,742",,609,440,914,261,9,264,88,"22,432",31312,"25,024",588,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000054,문화시설,문예회관,인천수봉문화회관,인천,미추홀구,2817710100,숭의동,2817753000,숭의4동,수봉안길,인천 미추홀구 수봉안길 78,22166,다사259405,126.6622628,37.4615332,광역자치단체,"한국예술문화단체총연합회,인천광역시연합회",민간기관 위탁,032-868-7196,www.subong.or.kr,1982.06.25,"3,895",,,,,160,658,2,583,,764,,,8,2,103,68,"1,010",8091,"92,750",20.45,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000055,문화시설,문예회관,부평아트센터,인천,부평구,2823710200,십정동,2823753000,부평3동,아트센터로,인천 부평구 아트센터로 166,21440,다사297428,126.7049334,37.4822383,기초자치단체,인천광역시부평구 문화재단,공공기관 위탁,032-500-2000,www.bpcf.or.kr,2010.04.02,"17,236",,,868,"2,190",323,572,1,361,598,50,200,431,79,16,118,245,"14,742",30325,"6,669",299.9,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000056,문화시설,문예회관,청라블루노바홀,인천,서구,2826012200,청라동,2826053700,청라2동,청라대로,인천 서구 청라대로 26,22764,다사234475,126.6339367,37.5245193,기초자치단체,인천서구문화재단,공공기관 위탁,032-510-6008,www.iscf.kr,2021.10.22,"4,317",,,486,921,,,1,218,,,,,6,4,23,40,677,677,"117,129",4,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000057,문화시설,문예회관,인천서구문화회관,인천,서구,2826010800,가정동,2826054400,가정3동,서달로,인천 서구 서달로 190,22799,다사275465,126.6798899,37.5156992,기초자치단체,인천서구문화재단,공공기관 위탁,032-510-6073,www.iscf.kr,1995.03.18,"14,304",,,951,"1,486",200,457,1,314,72,,,,42,13,54,102,"1,479",1252,"2,117",,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000058,문화시설,문예회관,트라이보울,인천,연수구,2818510600,송도동,2818583000,송도2동,인천타워대로,인천 연수구 인천타워대로 250,22004,다사234331,126.6350294,37.3941141,광역자치단체,인천문화재단,공공기관 위탁,032-832-7996,www.tribowl.kr,2012.11.23,823,,,300,520,,,,,,,,,11,2,75,111,"6,796",14818,"1,996",33,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000059,문화시설,문예회관,아트센터인천,인천,연수구,2818510600,송도동,2818585000,송도4동,아트센터대로,인천 연수구 아트센터대로 222,22008,다사227331,126.6267833,37.3939816,광역자치단체,인천광역시청,지자체 직영,032-453-7700,www.aci.or.kr,2018.11.16,"51,977","1,727","5,405",342,908,,,,,,143,,,55,10,48,,"20,076",22508,"9,211",689.2,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000060,문화시설,문예회관,중구문화회관,인천,중구,2811012800,신흥동3가,2811054000,신흥동,축항대로296번길,인천 중구 축항대로296번길 81,22340,다사229382,126.629407,37.4401754,기초자치단체,인천광역시 중구청,지자체 직영,032-886-9045,www.icjg.go.kr/artcenter,2012.09.18,"8,781",,,638,"1,486",,,1,140,,,,,6,2,15,17,"1,179",1746,667,9.5,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000061,문화시설,문예회관,강화문예회관,인천,강화군,2871025023,강화읍 국화리,2871025000,강화읍,고비고개로19번길,인천 강화군 강화읍 고비고개로19번길 12,23028,다사096722,126.4745728,37.7453664,기초자치단체,강화군시설관리공단,공공기관 위탁,032-930-7046,www.ghss.or.kr,1991.12.12,"4,100","1,198","1,290",,,,,,,,,,,5,1,,,,1498,237,1.1,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000062,문화시설,문예회관,광산문화예술회관,광주,광산구,2920010100,송정동,2920051500,송정1동,광산로68번길,광주 광산구 광산로68번길 13,62427,다라361830,126.7992316,35.140501,기초자치단체,광주광역시 광산구,지자체 직영,062-960-8864,art.gwangsan.go.kr,2002.10.08,"4,355",,,548,919,,,,,109,,100,109,9,3,101,,"2,245",14838,949,8.4,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000063,문화시설,문예회관,광주남구문화예술회관,광주,남구,2915511500,봉선동,2915553800,봉선2동,봉선로,광주 남구 봉선로 208,61705,다라469809,126.9174046,35.1220637,기초자치단체,학교법인 호심학원,민간기관 위탁,062-670-5061,www.nglcc.kr,2003.11.21,542,,,402,542,,,,,,,,,2,,,,,200,148,20,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000064,문화시설,문예회관,빛고을시민문화관,광주,남구,2915510200,구동,2915554500,사직동,천변좌로338번길,광주 남구 천변좌로338번길 7,61636,다라460837,126.9078967,35.1479059,광역자치단체,재)광주문화재단,공공기관 위탁,062-670-7900,bitculture.gjcf.or.kr,2010.02.18,"14,083",,,715,"1,533",100,233,,,164,,,,20,10,109,,"6,644",19440,"3,209",111,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000065,문화시설,문예회관,동구문화센터,광주,동구,2911011900,소태동,2911073000,지원1동,남문로,광주 동구 남문로 646,61498,다라481816,126.9309259,35.1285936,기초자치단체,광주광역시 동구행복재단,공공기관 위탁,062-225-8700,www.donggucc.kr,2009.07.02,"4,513",,,,,108,43,1,43,43,,,,1,1,,,,570,37,4,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000066,문화시설,문예회관,광주문화예술회관,광주,북구,2917010900,운암동,2917060200,운암2동,북문대로,광주 북구 북문대로 60,61104,다라437871,126.881993,35.1782095,광역자치단체,광주광역시,지자체 직영,062-613-8333,gjart.gwangju.go.kr,1991.10.21,"46,979","1,722","13,704",504,"4,834",,,1,"2,201",,,,,61,7,137,197,"18,652",35161,"38,853",217,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000067,문화시설,문예회관,광주광역시 북구문화센터,광주,북구,2917012800,양산동,2917069600,양산동,하서로,광주 북구 하서로 299,61081,다라430897,126.8738522,35.2013434,기초자치단체,광주광역시 북구,지자체 직영,062-410-6621,bukgu.gwangju.kr/bcc,2020.12.24,"2,901",,,377,824,,,1,78,101,174,,,7,1,85,86,"3,169",19392,934,35,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000068,문화시설,문예회관,서구문화센터,광주,서구,2914013000,금호동,2914082400,금호2동,마재로,광주 서구 마재로 3,62015,다라417819,126.8603234,35.1308257,기초자치단체,재)광주기독교청년회유지재단,민간기관 위탁,062-654-4300,www.seomunsen.or.kr,2000.04.15,"8,600",,,326,559,,,1,165,"1,267",76,,,11,,17,121,,10789,"1,681",1681,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000069,문화시설,문예회관,5·18기념문화센터,광주,서구,2914011800,쌍촌동,2914075100,상무1동,내방로,광주 서구 내방로 152,61965,다라414849,126.8575559,35.1583054,광역자치단체,광주광역시,지자체 직영,062-376-5197,www.gwangju.go.kr/518center,2001.04.27,"10,581",,,802,"2,238",285,468,,,,,,,29,2,140,,미집계,33815,"2,450",65,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000070,문화시설,문예회관,대덕문예회관,대전,대덕구,3023010300,읍내동,3023052500,회덕동,대전로,대전 대덕구 대전로 1348,34360,다바928196,127.420651,36.374115,기초자치단체,대덕문화원,민간기관 위탁,042-627-7517,www.ddcc.or.kr,2001.02.07,"3,453",,,,,175,333,2,307,327,,,,9,,49,56,,4291,"1,040",35.8,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000071,문화시설,문예회관,관저문예회관,대전,서구,3017011600,관저동,3017059700,관저2동,관저동로105번길,대전 서구 관저동로105번길 20,35378,다바855116,127.3395501,36.3016712,기초자치단체,대전광역시 서구,지자체 직영,042-288-2790,www.seogu.go.kr/art,2012.09.01,"4,770",,,,,254,362,1,83,119,,,,6,2,56,9,70,5775,236,7,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000072,문화시설,문예회관,대전시립연정국악원,대전,서구,3017012800,만년동,3017065000,만년동,둔산대로,대전 서구 둔산대로 181,35204,다바900187,127.3893828,36.3663413,광역자치단체,대전시립연정국악원,지자체 직영,042-270-8500,www.daejeon.go.kr/kmusic,2015.06.12,"5,131",,,750,"2,001",,,,,,,,,35,6,228,,"24,890",31043,"3,635",170,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000073,문화시설,문예회관,대전예술의전당,대전,서구,3017012800,만년동,3017065000,만년동,둔산대로,대전 서구 둔산대로 135,35204,다바895188,127.3837588,36.3666138,광역자치단체,대전예술의전당,지자체 직영,042-270-8333,www.djac.or.kr,2003.10.01,"41,054","1,546","2,515",643,"1,228",,,,,,440,"1,000",450,85,35,219,,"60,529",78066,"10,227",1108,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000074,문화시설,문예회관,대전예술가의집,대전,중구,3014011600,문화동,3014072000,문화1동,중앙로,대전 중구 중앙로 32,34944,다바924139,127.4160995,36.3224534,광역자치단체,대전문화재단,공공기관 위탁,042-480-1080,dcaf.or.kr,2015.03.27,"9,133",,,340,684,,,8,957,,,,,62,2,81,236,561,28799,"1,435",126,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000075,문화시설,문예회관,울산문화예술회관,울산,남구,3114010500,달동,3114057000,삼산동,번영로,울산 남구 번영로 200,44702,마마656289,129.3270938,35.5428878,광역자치단체,울산광역시,지자체 직영,052-275-9623,www.uljuart.or.kr,1995.10.05,"27,078","1,499","14,567",472,"4,874",,,5,"1,751",212,171,650,397,43,9,211,350,"20,347",69281,"21,335",808,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000076,문화시설,문예회관,꽃바위문화관,울산,동구,3117010100,방어동,3117051000,방어동,문현3길,울산 동구 문현3길 6,44093,마마733229,129.4112633,35.4870581,기초자치단체,울산광역시 동구,지자체 직영,052-209-4330,www.donggu.ulsan.kr,2011.06.28,"2,555",,,,,157,265,,,230,,,,3,,18,,226,4786,300,34.8,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000077,문화시설,문예회관,북구문화예술회관,울산,북구,3120012200,연암동,3120056000,효문동,산업로,울산 북구 산업로 1000,44248,마마686332,129.3614066,35.5813273,기초자치단체,울산광역시 북구,지자체 직영,052-241-7350,www.bukgu.ulsan.kr/art,2003.09.25,"3,714",,,453,754,,,1,169,349,187,250,225,18,5,61,172,"10,370",101250,"1,540",103,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000078,문화시설,문예회관,중구문화의전당,울산,중구,3111010900,성안동,3111065000,성안동,종가로,울산 중구 종가로 405,44543,마마650316,129.3215364,35.5675422,기초자치단체,울산광역시 중구,지자체 직영,052-290-4000,artscenter.junggu.ulsan.kr,2014.11.07,"7,708",,,499,"2,682",,,1,645,363,,,,13,5,166,139,"7,535",17392,"2,315",270,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000079,문화시설,문예회관,울주문화예술회관,울산,울주군,3171025922,범서읍 천상리,3171025900,범서읍,천상중앙길,울산 울주군 범서읍 천상중앙길 36,44927,마마569312,129.2320729,35.5644309,기초자치단체,울산광역시 울주군,공공기관 위탁,052-980-2270,www.ucf.or.kr,2009.11.20,"2,854",,,387,660,,,1,110,140,85,,,13,9,67,104,"5,525",14248,"1,821",44,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000080,문화시설,문예회관,세종문화예술회관,세종특별자치시,,3611025028,조치원읍 침산리,3611025000,조치원읍,문예회관길,세종특별자치시 조치원읍 문예회관길 22,30020,다바810446,127.2878437,36.5998245,광역자치단체,세종시문화재단,공공기관 위탁,044-850-8949,www.sjac.or.kr/culture/main/view,2000.10.04,"6,264",,,830,"1,652",,,1,296,,57,,,8,7,45,34,"9,842",15600,830,34.9,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000081,문화시설,문예회관,고양시문예회관,경기,고양시 덕양구,4128110100,주교동,4128151000,주교동,고양시청로,경기 고양시 덕양구 고양시청로 10,10460,다사410623,126.8319601,37.6584133,기초자치단체,고양문화재단,공공기관 위탁,031-969-7939,www.artgy.or.kr,1989.09.01,"4,917",,,334,490,,,,,,,,,1,,212,,"7,541",7962,313,13,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000082,문화시설,문예회관,고양아람누리,경기,고양시 일산동구,4128510500,마두동,4128556000,마두1동,중앙로,경기 고양시 일산동구 중앙로 1286,10409,다사360626,126.7744583,37.6614856,기초자치단체,고양문화재단,공공기관 위탁,1577-7766,www.artgy.or.kr,2007.05.04,"56,351","1,887,1,449","5,133.0,2,449.0",300,860,,,2,"2,031",142,,980,"1,021",92,11,132,193,"42,483",100951,"10,108",1111,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000083,문화시설,문예회관,고양어울림누리,경기,고양시 덕양구,4128110600,성사동,4128155000,성사2동,어울림로,경기 고양시 덕양구 어울림로 33,10471,다사413612,126.835368,37.6490565,기초자치단체,고양문화재단,공공기관 위탁,1577-7766,www.artgy.or.kr,2004.09.01,"43,744","1,218","1,098",374,328,,,1,533,417,,300,454,86,4,153,251,"48,668",81120,"9,973",1126,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000084,문화시설,문예회관,과천시민회관,경기,과천시,4129010700,중앙동,4129051000,중앙동,통영로,경기 과천시 통영로 5,13807,다사548366,126.9891524,37.4281927,기초자치단체,재단법인 과천문화재단,공공기관 위탁,02-2009-9700,www.gcart.or.kr,1995.10.07,"12,577",,,"929,380","2,122.68,1,114.7",,,2,429,262,,"1,200","3,603",29,12,46,,909,3937,"3,324",317.3,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000085,문화시설,문예회관,광명시민회관,경기,광명시,4121010200,철산동,4121061000,철산3동,시청로,경기 광명시 시청로 20,14234,다사438423,126.8648475,37.4790991,기초자치단체,광명문화재단,공공기관 위탁,02-2621-8800,www.gmcf.or.kr,1990.01.17,"5,845",,,530,"1,042",,,1,347,,,,,70,14,142,76,"4,165",21909,"7,356",7875,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000086,문화시설,문예회관,남한산성아트홀,경기,광주시,4161010300,송정동,4161052000,송정동,회안대로,경기 광주시 회안대로 891,12746,다사782364,127.2547061,37.4268685,기초자치단체,광주시문화재단,공공기관 위탁,031-762-8611,www.nsart.or.kr,2011.09.28,"6,054","1,038","1,755",,,270,390,2,397,,,,,30,18,71,,,12212,"4,110",19.8,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000087,문화시설,문예회관,구리아트홀,경기,구리시,4131010400,교문동,4131054100,교문1동,아차산로,경기 구리시 아차산로 453,11954,다사673551,127.1298683,37.5954421,기초자치단체,구리문화재단,공공기관 위탁,031-580-7901,www.guriart.or.kr,2013.05.24,"10,575",,,600,"1,325",280,307,1,462,403,,150,500,18,15,91,245,"15,299",35651,"3,013",1103.745692,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000088,문화시설,문예회관,군포문화예술회관,경기,군포시,4141010400,산본동,4141062000,광정동,고산로,경기 군포시 고산로 599,15820,다사493297,126.9274827,37.3657723,기초자치단체,군포문화재단,공공기관 위탁,031-390-3500,www.gunpoart.net,1998.05.07,"24,926","1,142","1,149",428,334,,,2,552,705,479,200,496,41,15,121,186,"16,066",81908,"5,531",4031.7,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000089,문화시설,문예회관,김포아트홀,경기,김포시,4157010600,사우동,4157054000,사우동,돌문로,경기 김포시 돌문로 26,10110,다사311580,126.7201495,37.6189305,기초자치단체,재단법인 김포문화재단,공공기관 위탁,031-996-7531,www.gcf.or.kr,2015.12.16,"9,008",,,503,"2,167",,,1,370,,234,,,31,8,71,120,"2,734",3681,"2,342",93,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000090,문화시설,문예회관,남양주 다산아트홀,경기,남양주시,4136011200,다산동,4136054500,다산1동,다산중앙로,경기 남양주시 다산중앙로 7,12248,다사695572,127.1553445,37.6139033,기초자치단체,남양주시,지자체 직영,031-590-4598,culture.nyj.go.kr,2018.05.18,"2,438",,,496,918,,,,,,,,,8,4,107,,"6,000",15259,609,71,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000091,문화시설,문예회관,동두천시민회관,경기,동두천시,4125011200,상패동,4125060000,상패동,어수로,경기 동두천시 어수로 4,11340,다사598895,127.0430632,37.905263,기초자치단체,동두천시,지자체 직영,031-860-3244,www.ddc.go.kr/ddc/contents.do?key=634,1992.05.14,"6,080",,,480,680,,,1,212,154,,,,7,,15,1,,2940,87,1,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000092,문화시설,문예회관,부천시민회관,경기,부천시,4119010800,중동,4119061000,중동,부일로,경기 부천시 부일로 365,14613,다사355435,126.7706577,37.4886334,기초자치단체,부천문화재단,공공기관 위탁,032-655-4302,www.bcf.or.kr,1988.02.20,"10,633","1,041","2,196",,,221,330,,,745,,,,14,4,50,,425,5286,"1,918",56.5,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000093,문화시설,문예회관,복사골문화센터,경기,부천시,4119010900,상동,4119074400,상동,장말로,경기 부천시 장말로 107,14596,다사340442,126.7542142,37.4947834,기초자치단체,부천문화재단,공공기관 위탁,032-320-6335,www.bcf.or.kr,1998.12.28,"31,097",,,531,885,181,263,1,356,999,72,,,15,15,59,83,"2,000",11082,"1,391",60,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000094,문화시설,문예회관,성남아트센터,경기,성남시 분당구,4113510700,야탑동,4113564000,야탑3동,성남대로,경기 성남시 분당구 성남대로 808,13514,다사673338,127.1305599,37.4029566,기초자치단체,성남문화재단,공공기관 위탁,031-783-8000,www.snart.or.kr,2005.10.14,"47,949","1,808,1,102","16,933.58,10,783.0",378,"3,964",,,4,"1,956","2,046",283,480,609,238,55,212,252,"98,481",151703,"31,084",35212.3841,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000095,문화시설,문예회관,수원SK아트리움,경기,수원시 장안구,4111113000,정자동,4111157100,정자1동,이목로,경기 수원시 장안구 이목로 24-25,16336,다사544235,126.9864012,37.3095767,민간,수원문화재단,공공기관 위탁,031-250-5300,www.suwonskartrium.or.kr,2014.03.06,"14,904",,,950,"5,024",300,"1,234",,,,,,,25,14,71,,"6,247",8618,"2,470",90,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000096,문화시설,문예회관,수원시민회관,경기,수원시 팔달구,4111513600,매산로3가,4111566000,매산동,팔달산로,경기 수원시 팔달구 팔달산로 28,16444,다사566195,127.0113034,37.2735969,기초자치단체,수원문화원,민간기관 위탁,031-244-2161,citizen.suwonsarang.com,1970.12.01,"3,187",,,376,784,,,,,525,,,,6,1,1,,,39,327,,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000097,문화시설,문예회관,경기아트센터,경기,수원시 팔달구,4111514100,인계동,4111573000,인계동,효원로307번길,경기 수원시 팔달구 효원로307번길 20,16488,다사589181,127.0375697,37.2615833,광역자치단체,경기아트센터,공공기관 위탁,031-230-3200,www.ggac.or.kr,1991.06.27,"34,942","1,541","13,295","502,420","3,157,2,470",,,1,727,,570,"2,000","2,000",419,62,258,21,"35,491",70612,"45,468",2181.1,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000098,문화시설,문예회관,안산문화예술의전당,경기,안산시 단원구,4127310100,고잔동,4127352500,고잔동,화랑로,경기 안산시 단원구 화랑로 312,15355,다사400245,126.8231073,37.3184271,기초자치단체,안산문화재단,공공기관 위탁,031-481-4000,www.ansanart.com,2004.10.02,"44,612","1,592","2,167",714,"1,273",200,316,4,316,639,527,"1,000","2,190",102,27,122,158,"17,857",45454,"11,234",569,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000099,문화시설,문예회관,안성맞춤아트홀,경기,안성시,4155013100,현수동,4155051000,안성1동,발화대길,경기 안성시 발화대길 21,17596,다바803892,127.2789408,37.0014021,기초자치단체,안성시,지자체 직영,031-678-0798,www.anseong.go.kr/arthall,2017.11.07,"14,812",,,"991,303","2034.69,485.78",,,3,807,,493,,,19,10,31,46,"8,888",13264,"2,707",401.4,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000100,문화시설,문예회관,안양아트센터,경기,안양시 만안구,4117110100,안양동,4117158000,안양8동,문예로36번길,경기 안양시 만안구 문예로36번길 16,14093,다사496318,126.931366,37.3845884,기초자치단체,안양문화예술재단,공공기관 위탁,031-687-0500,www.ayac.or.kr,1989.12.05,"15,610","1,126","2,161",382,643,,,1,349,,539,200,304,40,11,38,27,998,7640,"6,777",152,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000101,문화시설,문예회관,평촌아트홀,경기,안양시 동안구,4117310400,호계동,4117363000,갈산동,평촌대로,경기 안양시 동안구 평촌대로 76,14105,다사525313,126.9640318,37.3799805,기초자치단체,안양문화예술재단,공공기관 위탁,031-687-0500,www.ayac.or.kr,2004.09.22,"7,990",,,638,893,,,3,905,"1,013",167,,,17,9,114,232,"4,092",14628,"1,027",189,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000102,문화시설,문예회관,양주시문화예술회관,경기,양주시,4163033022,광적면 광석리,4163033000,광적면,부흥로618번길,경기 양주시 광적면 부흥로618번길 303,11502,다사535793,126.9723072,37.8124997,기초자치단체,양주시시설관리공단,공공기관 위탁,031-828-9732,www.yjfmc.or.kr,1997.10.01,"8,396",,,311,618,,,,,,95,,,6,2,8,,650,12623,563,27.2,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000103,문화시설,문예회관,세종국악당,경기,여주시,4167010700,하동,4167052000,중앙동,영릉로,경기 여주시 영릉로 125,12643,라사110220,127.6252266,37.2969225,기초자치단체,여주세종문화재단,공공기관 위탁,031-881-9696,www.yjcf.or.kr,1991.07.15,"1,901",,,384,379,,,,,84,,,,27,2,27,,"1,188",1388,940,19,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000104,문화시설,문예회관,오산문화예술회관,경기,오산시,4137010100,오산동,4137051000,중앙동,경기동로,경기 오산시 경기동로 41,18131,다사624068,127.076857,37.159549,기초자치단체,오산문화재단,공공기관 위탁,031-379-9999,www.osan.go.kr/arts,2004.04.23,"6,462",,,800,"2,900",207,902,,,,,,,18,11,74,,"6,913",8716,"1,885",212,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000105,문화시설,문예회관,용인포은아트홀,경기,용인시 수지구,4146510200,죽전동,4146555000,죽전2동,포은대로,경기 용인시 수지구 포은대로 499,16870,다사649252,127.1047625,37.325618,기초자치단체,용인문화재단,공공기관 위탁,031-260-3300,www.yicf.or.kr,2012.10.04,"13,882","1,258","4,410",,,,,,,675,135,,,80,17,65,125,"21,220",32515,"8,664",640,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000106,문화시설,문예회관,용인시문예회관,경기,용인시 처인구,4146110100,김량장동,4146151000,중앙동,중부대로1392번길,경기 용인시 처인구 중부대로1392번길 5,17062,다사732149,127.1988711,37.2326467,기초자치단체,용인문화재단,공공기관 위탁,031-260-3300,www.yicf.or.kr,1989.11.06,"4,883",,,626,649,,,,,,325,,,9,5,43,,"9,210",10406,"2,020",538,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
